id;vader_neg;vader_neu;vader_pos;vader_compound;roberta_neg;roberta_neu;roberta_pos;review_id;review_title;review_date;review_rating;review_content;review_location;sentiment_roberta;sentiment_vader;sentiment_textblob;rating_sentiment
653f9b34cd60ce15187515c7;0.0;0.747;0.253;0.7264;0.007650969084352255;0.053435422480106354;0.9389135837554932;653f9b34cd60ce15187515c7;Very good quality- price ratio;2023-10-19;5;Product on web-site looks exactly the same as is delivered. Very good quality- price ratio. Quick delivery, easy to assemble;CH;Positive;Positive;Positive;Positive
652e2ffe45bd43942f08af3b;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;652e2ffe45bd43942f08af3b;Great!Thank your very much!;2023-10-17;5;;IE;Neutral;Neutral;Neutral;Positive
652e99faede3c53f556a3588;0.0;1.0;0.0;0.0;0.004705399740487337;0.1372125893831253;0.8580819964408875;652e99faede3c53f556a3588;Quick and accurate delivery;2023-10-16;5;Quick and accurate delivery. Reasonable price;GB;Positive;Neutral;Positive;Positive
652ac5dd69c58718a0690202;0.071;0.912;0.017;-0.807;0.9089943766593933;0.08076600730419159;0.010239599272608757;652ac5dd69c58718a0690202;Pot ordered, returned and still no refund 7 weeks later;2023-10-14;1;"I paid for this product on the 9th of August. The pot was delivered to me on the 22nd of August and I effected a return on the same day. This was due to the website indicating that the product would have been delivered between 1-3 days. I received it over 2 weeks later. I didn't need the pot by then, as I had needed it for the 11th of August.I queried my refund several times since then to receive feedback stating ""we will continue to monitor this return and can refund you as soon as I get confirmation from our UK return centre. Rest assured, we are checking daily for the status of the parcel"" - seriously? I am extremely disappointed as it is now over 7 weeks later, and I have still not received a refund. I have contacted them again yesterday and I still have not had a response.This is unacceptable. Their customer service is shocking.";GB;Negative;Negative;Negative;Negative
6528467ca8782e36a9ef2239;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;6528467ca8782e36a9ef2239;Fast delivery/good value for money;2023-10-10;5;;RO;Neutral;Neutral;Neutral;Positive
652541321855e31952a33738;0.104;0.896;0.0;-0.802;0.962410569190979;0.03362841531634331;0.003961039241403341;652541321855e31952a33738;I bought Iduction Cooker for £179…;2023-10-04;1;We have returned the product to them on 12 October and they are not refunding the money, this confirms that these people are scammers. DO NOT BUY FROM THIS WEBSITE.I bought Iduction Cooker for £179 (INV500141188).Item delivered is faulty and I'm unable to contact the seller, there are no telephone or email address provided in the invoice or website.This company is a scam. I will now contact my bank to get my money returned to me.;GB;Negative;Negative;Negative;Negative
651ee50f5ae03db6af4d9088;0.077;0.761;0.163;0.8405;0.007858779281377792;0.05252561718225479;0.9396156072616577;651ee50f5ae03db6af4d9088;reliable company and nice product (greenhouse);2023-10-04;5;Purchase proces 'mothers milk' pleasant and easy at the same time.I bought the greenhouse.Product in general is OK.We set it on the concrete foundation so it stand very solid. Great thinks are the gutters on both side so water is kept away.One concern are quite fast rusting screws and not fully closed roof windowall in all product looks promising :)Service of Expondo is fast and reliable, after rising concern about some spare parts we get it with no problem;PL;Positive;Positive;Positive;Positive
651ee50f5ae03db6af4d9088;0.077;0.761;0.163;0.8405;0.007858779281377792;0.05252561718225479;0.9396156072616577;651ee50f5ae03db6af4d9088;reliable company and nice product (greenhouse);2023-10-04;5;Purchase proces 'mothers milk' pleasant and easy at the same time.I bought the greenhouse.Product in general is OK.We set it on the concrete foundation so it stand very solid. Great thinks are the gutters on both side so water is kept away.One concern are quite fast rusting screws and not fully closed roof windowall in all product looks promising :)Service of Expondo is fast and reliable, after rising concern about some spare parts we get it with no problem;PL;Positive;Positive;Positive;Positive
651d21da886ec81436b7d836;0.0;0.539;0.461;0.7717;0.004987534135580063;0.047886401414871216;0.947126030921936;651d21da886ec81436b7d836;Great service and urgent feedback from…;2023-10-04;5;Great service and urgent feedback from company. Reliable and swift to response;SE;Positive;Positive;Positive;Positive
651c6d0bd04e9c105d755081;0.0;0.433;0.567;0.9201;0.0020752805285155773;0.01066544558852911;0.9872593283653259;651c6d0bd04e9c105d755081;Brilliant experience;2023-10-03;5;Great experience and production communication was amazing though out the process would definitely recommend.;GB;Positive;Positive;Positive;Positive
65196a72ca5f20e8e7785529;0.163;0.555;0.281;0.4927;0.031484682112932205;0.3896424174308777;0.5788729190826416;65196a72ca5f20e8e7785529;Offroad winch;2023-10-01;5;Little complaints, due to unclear Installation Guide, all have been dealt with swiftly and effectively by Expondo. Recommend the Compny.;DE;Positive;Positive;Positive;Positive
6516a460c86310a3c68f7a38;0.0;0.584;0.416;0.6908;0.0037135095335543156;0.07302207499742508;0.9232644438743591;6516a460c86310a3c68f7a38;Ease of Use;2023-09-29;5;Nice and easy to follow and quick to fill in;GB;Positive;Positive;Positive;Positive
6517ee277e96d0f9013c5714;0.058;0.748;0.195;0.7343;0.008522633463144302;0.07180771231651306;0.9196696877479553;6517ee277e96d0f9013c5714;Steel posts and straps;2023-09-28;5;Ordered some stainless steelposts and straps for a new art gallery. Top notch quality product , superbly packed, swiftly delivered. I thought great value for the product quality. Could do with a little more communication - delivery turned up and it was only by chance that I was there. But bar that tiny criticism (easy to address) very good company to deal with.;GB;Positive;Positive;Positive;Positive
6517ee277e96d0f9013c5714;0.058;0.748;0.195;0.7343;0.008522633463144302;0.07180771231651306;0.9196696877479553;6517ee277e96d0f9013c5714;Steel posts and straps;2023-09-28;5;Ordered some stainless steelposts and straps for a new art gallery. Top notch quality product , superbly packed, swiftly delivered. I thought great value for the product quality. Could do with a little more communication - delivery turned up and it was only by chance that I was there. But bar that tiny criticism (easy to address) very good company to deal with.;GB;Positive;Positive;Positive;Positive
652311a3869431546e87775e;0.0;0.831;0.169;0.9197;0.009392625652253628;0.05859456956386566;0.9320127964019775;652311a3869431546e87775e;Laboratory power supply S-LS-117;2023-09-28;5;I haven't had time to deal with the power supply yet due to other work. I did some tests and the voltage on this power supply seems pretty accurate, the current limit does its job. Parallel and serial mode work fine. This equipment has USB, serial and RJ45 connectors. The included CD contains drivers and programming software.The price of the device was very friendly. Shipping was very fast.So I like this device. I am satisfied with the purchase.;HU;Positive;Positive;Positive;Positive
652311a3869431546e87775e;0.0;0.831;0.169;0.9197;0.009392625652253628;0.05859456956386566;0.9320127964019775;652311a3869431546e87775e;Laboratory power supply S-LS-117;2023-09-28;5;I haven't had time to deal with the power supply yet due to other work. I did some tests and the voltage on this power supply seems pretty accurate, the current limit does its job. Parallel and serial mode work fine. This equipment has USB, serial and RJ45 connectors. The included CD contains drivers and programming software.The price of the device was very friendly. Shipping was very fast.So I like this device. I am satisfied with the purchase.;HU;Positive;Positive;Positive;Positive
6512e401d404ddce12c8f9c4;0.101;0.661;0.238;0.4753;0.008618791587650776;0.057421158999204636;0.9339600801467896;6512e401d404ddce12c8f9c4;Impressive;2023-09-26;5;Surprisingly had a decent experience after receiving faulty goods. Refunded, return arranged and gesture of goodwill too. Thanks Expondo!;IE;Positive;Positive;Positive;Positive
6514925842d6b202c17bb90c;0.0;0.299;0.701;0.8555;0.0034654568880796432;0.035142503678798676;0.9613920450210571;6514925842d6b202c17bb90c;Great value;2023-09-26;5;Great value, good quality, very promptly delivered.;GB;Positive;Positive;Positive;Positive
651195928a1da539cd7da187;0.0;0.674;0.326;0.4404;0.00839127879589796;0.1240338459610939;0.8675748109817505;651195928a1da539cd7da187;Good quality product;2023-09-25;5;Good quality product, service and product packaging;GB;Positive;Positive;Positive;Positive
651aa9cfb6f03586cb54fb76;0.103;0.744;0.153;0.5335;0.9794044494628906;0.018829133361577988;0.0017663895851001143;651aa9cfb6f03586cb54fb76;Pitting on a stainless pot;2023-09-24;1;My stainless steel pot got pitting and customer care team sends  me a link what to do when black spots appear on steel!?!? Their products are very poor quality and produced in China then sold for a high price!!! Definitely not recommended.;IE;Negative;Positive;Negative;Negative
650d48f25a19ff3d42535bc7;0.0;0.707;0.293;0.4404;0.0023314759600907564;0.037283215671777725;0.960385262966156;650d48f25a19ff3d42535bc7;Easy to order and the product arrived…;2023-09-21;5;Easy to order and the product arrived quickly;IE;Positive;Positive;Positive;Positive
650b32b6c6989b93db437d88;0.0;0.63;0.37;0.5719;0.002567530842497945;0.044014666229486465;0.9534177780151367;650b32b6c6989b93db437d88;Good online shop;2023-09-20;5;Good online shop with bargain prices on their factory seconds;GB;Positive;Positive;Positive;Positive
6518542d4be41325de3a0bcd;0.04;0.696;0.264;0.9411;0.011598569341003895;0.028418438509106636;0.9599829912185669;6518542d4be41325de3a0bcd;Much better than expected!;2023-09-18;5;Perfectly delivered. This machine was much better than I expected, of course I expected it to be perfect! So silent and you can slice it so thin that you can se through it! Even the hardest salami was sliced like a warm knife in butter. I really recommend this and the only thing I regret is that I didn't buy it sooner.;SE;Positive;Positive;Positive;Positive
6518542d4be41325de3a0bcd;0.04;0.696;0.264;0.9411;0.011598569341003895;0.028418438509106636;0.9599829912185669;6518542d4be41325de3a0bcd;Much better than expected!;2023-09-18;5;Perfectly delivered. This machine was much better than I expected, of course I expected it to be perfect! So silent and you can slice it so thin that you can se through it! Even the hardest salami was sliced like a warm knife in butter. I really recommend this and the only thing I regret is that I didn't buy it sooner.;SE;Positive;Positive;Positive;Positive
65054a4c02cded1fdfd09189;0.038;0.704;0.258;0.917;0.01355912908911705;0.07779877632856369;0.908642053604126;65054a4c02cded1fdfd09189;The equipment was fairly priced…;2023-09-15;5;The equipment was fairly priced compared to similar. The advert said 3 day’s delivery but it took 7 so planning the job was affected, however the saving & the equipment made me happy with the deal. 33% less than competitors. Excellent value.;GB;Positive;Positive;Positive;Positive
65054a4c02cded1fdfd09189;0.038;0.704;0.258;0.917;0.01355912908911705;0.07779877632856369;0.908642053604126;65054a4c02cded1fdfd09189;The equipment was fairly priced…;2023-09-15;5;The equipment was fairly priced compared to similar. The advert said 3 day’s delivery but it took 7 so planning the job was affected, however the saving & the equipment made me happy with the deal. 33% less than competitors. Excellent value.;GB;Positive;Positive;Positive;Positive
650698b75119abd01f14455b;0.0;0.843;0.157;0.4215;0.0139516806229949;0.17452700436115265;0.8115212917327881;650698b75119abd01f14455b;Good site and delivered as promised;2023-09-15;5;Nice trade and from order on web site until I had my package took less than a week.;DK;Positive;Positive;Positive;Positive
64fd6a024e011bdc9384c375;0.0;1.0;0.0;0.0;0.8749182820320129;0.11253573000431061;0.012545970268547535;64fd6a024e011bdc9384c375;Rubbish;2023-09-10;1;Rubbish my parcel (Parcel number:65687376151) was supposed to arrive in 1-3 working days. I ordered it on Tuesday. Now it's Sunday I still haven't got it and it shows at Customs since Friday 3 a.m.;GB;Negative;Neutral;Neutral;Negative
64fc957947e509249be3217f;0.0;0.552;0.448;0.9153;0.0017559316474944353;0.021946916356682777;0.9762971997261047;64fc957947e509249be3217f;kitchen enthusiasm.;2023-09-09;5;II appreciate a good service ,Im satisfied with my buying.i will user at my home kitchen . Tanks you Expondo.com. l recommend to all enthusiasm,;NO;Positive;Positive;Positive;Positive
64fdadf89b2d8bb46d452b74;0.0;0.437;0.563;0.8905;0.0019043204374611378;0.012079083360731602;0.986016571521759;64fdadf89b2d8bb46d452b74;Very good quality product;2023-09-05;5;Very good quality product, well packed and delivered in good time. Very satisfied.;GB;Positive;Positive;Positive;Positive
650464f76e1c6646a2dd1597;0.0;0.755;0.245;0.9358;0.002089365851134062;0.02485332079231739;0.9730572700500488;650464f76e1c6646a2dd1597;First time buyer;2023-09-05;5;First time buyer . Very happy with the purchase very happy with the level of service and quality of after purchase service too. Always kept me informed on the tracking of the purchase and once my purchase arrived they checked up on me to make sure I was happy ….;GB;Positive;Positive;Positive;Positive
64f773f1bbab1ffe2e61dc09;0.0;0.667;0.333;0.7906;0.0023348135873675346;0.035020943731069565;0.9626442193984985;64f773f1bbab1ffe2e61dc09;everything was quick and professional;2023-09-05;4;everything was ok, it was quick and professional.web shop is easy to use and gives a good description of goods.;HR;Positive;Positive;Positive;Positive
64f4db11d6cd4776e719493b;0.0;0.0;0.0;0.0;0.25829431414604187;0.4512723982334137;0.2904333174228668;64f4db11d6cd4776e719493b;Quick and correct delivery👍;2023-08-31;5;;DK;Neutral;Neutral;Neutral;Positive
64eefd034c152f4a7d6089cf;0.139;0.861;0.0;-0.6681;0.9557161331176758;0.0402759350836277;0.004007995594292879;64eefd034c152f4a7d6089cf;paid for 5lt water pot 18/08/23.;2023-08-30;2;paid for 5lt water pot 18/08/23.twelve days later still not received and deliverer claims that I no longer live at my address!!!All contact is in Polish! So it gets me nowhere.Do not recommend if buying from Britain;GB;Negative;Negative;Positive;Negative
64edb5d159a1f461dd03f8ac;0.0;0.654;0.346;0.7876;0.0026634642854332924;0.0180234182626009;0.97931307554245;64edb5d159a1f461dd03f8ac;Fabulous pots;2023-08-29;5;Really pleased with the pots. Delivery was very quick could not fault the company. Would recommend to others.;GB;Positive;Positive;Positive;Positive
6511601f80fac02db8231204;0.042;0.763;0.195;0.8316;0.002248910954222083;0.016619548201560974;0.9811315536499023;6511601f80fac02db8231204;Post-warranty service;2023-08-28;5;Thanks to resourceful customer service, my RCMB-2LA blender is working properly again.Elena from expondo GmbH has become my favorite person from the company. She solved my problem quickly and efficiently. It turns out that keeping a customer after warranty is as important as getting a new one. We are staying for a long time with products from exppondo.;NL;Positive;Positive;Positive;Positive
6511601f80fac02db8231204;0.042;0.763;0.195;0.8316;0.002248910954222083;0.016619548201560974;0.9811315536499023;6511601f80fac02db8231204;Post-warranty service;2023-08-28;5;Thanks to resourceful customer service, my RCMB-2LA blender is working properly again.Elena from expondo GmbH has become my favorite person from the company. She solved my problem quickly and efficiently. It turns out that keeping a customer after warranty is as important as getting a new one. We are staying for a long time with products from exppondo.;NL;Positive;Positive;Positive;Positive
64e689cbfb1204fbd8f29900;0.0;0.661;0.339;0.8271;0.0022093108855187893;0.022715680301189423;0.9750749468803406;64e689cbfb1204fbd8f29900;Excellent quality products and delivery…;2023-08-23;5;"Excellent quality products and delivery with care ( delivery to uk is 8-14 days ) i receive my item in 8 days ;)Highly recommended";GB;Positive;Positive;Positive;Positive
64e7d9afe9bcf3c9c0695dd3;0.0;0.594;0.406;0.6249;0.003283788450062275;0.030963648110628128;0.9657526016235352;64e7d9afe9bcf3c9c0695dd3;Great product arrived in very short…;2023-08-22;5;Great product arrived in very short time.;HR;Positive;Positive;Positive;Positive
64e35173cdd8f60dd7cf934c;0.0;0.618;0.382;0.9184;0.0020861481316387653;0.01642676070332527;0.9814870357513428;64e35173cdd8f60dd7cf934c;I'am purcased the cornflakes stora ge…;2023-08-21;5;I'am purcased the cornflakes stora ge box tank great quality very nice and usefull the webshop recomended delivery very fast everything was perfect well done.;HR;Positive;Positive;Positive;Positive
6507047a7502847f0943ba07;0.075;0.852;0.073;-0.0516;0.6155871152877808;0.3218909204006195;0.06252198666334152;6507047a7502847f0943ba07;Broken lab trolley;2023-08-21;1;Broken lab trolleyInstead of a lab trolley our clinic received a box with a pile of metal waste. The company cannot have been in good faith when the trolley was packed.We sent some photos of the trash we received.  We received a reply saying that we should sent some photos. That was exactly what we had just done.We waisted a lot of time dealing with the Expondos´s customer service.After many inquiries we got the money back.;DK;Negative;Negative;Positive;Negative
6504d1c8c698dfd6d5fe6f92;0.24;0.713;0.048;-0.9408;0.9415016174316406;0.05204809457063675;0.006450273562222719;6504d1c8c698dfd6d5fe6f92;Communication is easy with them…;2023-08-14;1;Communication is easy with them replying but actually getting anything done is a nightmare. A month I’ve been trying to have a product returned (because of their website crashing we accidentally ordered two). Still no sign of someone collecting the one they dumped at my house that I didn’t want. Which I asked to be cancelled the day of purchase. Horrendous customer service.;GB;Negative;Negative;Positive;Negative
