review_id,review_title,review_date,review_rating,review_content,review_location,month_year,month_year_str,processed_review
651ee50f5ae03db6af4d9088,reliable company and nice product (greenhouse),2023-10-04,5,"Purchase proces 'mothers milk' pleasant and easy at the same time.I bought the greenhouse.Product in general is OK.We set it on the concrete foundation so it stand very solid. Great thinks are the gutters on both side so water is kept away.One concern are quite fast rusting screws and not fully closed roof windowall in all product looks promising :)Service of Expondo is fast and reliable, after rising concern about some spare parts we get it with no problem",PL,2023-10,2023-10,"[ ' p l e a s a n t ' ,   ' e a s y ' ,   ' g e n e r a l ' ,   ' c o n c r e t e ' ,   ' s o l i d ' ,   ' g r e a t ' ,   ' s i d e ' ,   ' p r o m i s i n g ' ,   ' r e l i a b l e ' ,   ' s p a r e ' ]   [ ]"
64d6ab086e7a34ff1532b3bc,Great quality product and in great…,2023-08-11,5,Great quality product and in great condition. No issue with expondo although bear in mind 1-3 days delivery may apply to some items but mine came from Poland and I don't recall seeing it could take around 2 weeks which I see as acceptable but I was expecting far sooner so just bare that in mind. May also have been due to stuff like a certain country trying to take over a bordering country which may also cause delays. #furussia,GB,2023-08,2023-08,"[ ' g r e a t ' ,   ' g r e a t ' ,   ' b e a r ' ,   ' d o n t ' ,   ' a c c e p t a b l e ' ,   ' b a r e ' ,   ' c e r t a i n ' ,   ' b o r d e r i n g ' ]   [ ]"
6511601f80fac02db8231204,Post-warranty service,2023-08-28,5,"Thanks to resourceful customer service, my RCMB-2LA blender is working properly again.Elena from expondo GmbH has become my favorite person from the company. She solved my problem quickly and efficiently. It turns out that keeping a customer after warranty is as important as getting a new one. We are staying for a long time with products from exppondo.",NL,2023-08,2023-08,"[ ' r e s o u r c e f u l ' ,   ' f a v o r i t e ' ,   ' i m p o r t a n t ' ,   ' n e w ' ,   ' l o n g ' ]   [ ]"
652311a3869431546e87775e,Laboratory power supply S-LS-117,2023-09-28,5,"I haven't had time to deal with the power supply yet due to other work. I did some tests and the voltage on this power supply seems pretty accurate, the current limit does its job. Parallel and serial mode work fine. This equipment has USB, serial and RJ45 connectors. The included CD contains drivers and programming software.The price of the device was very friendly. Shipping was very fast.So I like this device. I am satisfied with the purchase.",HU,2023-09,2023-09,"[ ' h a v e n t ' ,   ' d u e ' ,   ' p r e t t y ' ,   ' a c c u r a t e ' ,   ' c u r r e n t ' ,   ' p a r a l l e l ' ,   ' s e r i a l ' ,   ' f i n e ' ,   ' u s b ' ,   ' s e r i a l ' ,   ' s o f t w a r e t h e ' ]   [ ]"
645de01107a8b3cc97f0ae69,Air purifier 10050053 - product worth recommendation,2023-04-29,4,Quick checkout. Bought air purifier 10050053 works proper - used to desinfect the interior of some cars because the cabin air filter change didn't help much. After the deodorisation (~30 min.) the unpleasant smell shortly after after turning on the AC is finally gone! Only drawback is the full user manual non included in the package but downloadable form the shop manual QR-code or link...but I'm an old school guy who prefers the printed ones.A product worth recommendation after all!,PL,2023-04,2023-04,"[ ' d e s i n f e c t ' ,   ' i n t e r i o r ' ,   ' m u c h ' ,   ' u n p l e a s a n t ' ,   ' f u l l ' ,   ' m a n u a l ' ,   ' d o w n l o a d a b l e ' ,   ' m a n u a l ' ,   ' o l d ' ,   ' o n e s a ' ]   [ ]"
6437c2d14583df412d44dd41,In the low-price-segment good quality,2023-04-05,5,"In many situations of everyday life you need tools that are only used occasionally and that are not exposed to extreme continuous stress. in these cases, expensive branded products are a pointless waste of money. expondo. com precisely fulfills its purpose  in this area: good quality, low prices. the processing from order to delivery runs perfectly.",DE,2023-04,2023-04,"[ ' m a n y ' ,   ' e v e r y d a y ' ,   ' e x p o s e d ' ,   ' c o n t i n u o u s ' ,   ' p o i n t l e s s ' ,   ' p u r p o s e ' ,   ' g o o d ' ,   ' l o w ' ]   [ ]"
65054a4c02cded1fdfd09189,The equipment was fairly priced…,2023-09-15,5,"The equipment was fairly priced compared to similar. The advert said 3 day’s delivery but it took 7 so planning the job was affected, however the saving & the equipment made me happy with the deal. 33% less than competitors. Excellent value.",GB,2023-09,2023-09,"[ ' s i m i l a r ' ,   ' h a p p y ' ,   ' l e s s ' ]   [ ]"
6582db9ab65fe5974bf373c3,Fast service and good price-quality ratio.,2023-12-20,5,"I had some specific questions about a product, which were promptly and adequately addressed. Additionally, the price-quality ratio is very favorable!",NL,2023-12,2023-12,"[ ' s p e c i f i c ' ,   ' p r i c e q u a l i t y ' ,   ' f a v o r a b l e ' ]   [ ]"
6517ee277e96d0f9013c5714,Steel posts and straps,2023-09-28,5,"Ordered some stainless steelposts and straps for a new art gallery. Top notch quality product , superbly packed, swiftly delivered. I thought great value for the product quality. Could do with a little more communication - delivery turned up and it was only by chance that I was there. But bar that tiny criticism (easy to address) very good company to deal with.",GB,2023-09,2023-09,"[ ' o r d e r e d ' ,   ' n e w ' ,   ' g r e a t ' ,   ' t i n y ' ,   ' e a s y ' ,   ' g o o d ' ]   [ ]"
65b2afaca9955a7267e00752,partial delivery,2024-01-24,2,"Unfortunately, only part of the order was delivered to me. Only the gate body, not the posts.",CZ,2024-01,2024-01,[ ]   [ ]
6580cfc217f68235231e15e8,Dissatisfied business customer,2023-12-15,1,I am not satisfied with your after sales support and reaction,NO,2023-12,2023-12,[ ' s a t i s f i e d ' ]   [ ]
65800dd6b78a37a576fb66b5,Really impressed with the quality,2023-12-15,5,Really impressed with the build quality. I highly recommend. PS. Is not the easiest to clean.,RO,2023-12,2023-12,"[ ' i m p r e s s e d ' ,   ' r e c o m m e n d ' ,   ' e a s i e s t ' ]   [ ]"
65799e125f9055449f5da2e8,damaged item - return ignored.,2023-12-13,1,"I purchased an oven which arrived with the glass smashed. Expondo said that they would take back and replace with a new one. I took a day off work to wait for the pickup. No-one came. When I complained I got a series of extremely passive aggressive and unprofessional responses, i.e., the driver was at your apartment, here is a screenshot as proof, we will charge you for a second attempt .... with the screenshot being of a completely different address. Ultimately the company refused to give a time to pick up the item they delivered broken, and has ignored my repeated requests for a refund.",GB,2023-12,2023-12,"[ ' a r r i v e d ' ,   ' n e w ' ,   ' g o t ' ,   ' p a s s i v e ' ,   ' a g g r e s s i v e ' ,   ' u n p r o f e s s i o n a l ' ,   ' a p a r t m e n t ' ,   ' s c r e e n s h o t ' ,   ' s e c o n d ' ,   ' d i f f e r e n t ' ,   ' g i v e ' ,   ' p i c k ' ]   [ ' a r r i v e d ' ,   ' n e w ' ,   ' g o t ' ,   ' p a s s i v e ' ,   ' a g g r e s s i v e ' ,   ' u n p r o f e s s i o n a l ' ,   ' a p a r t m e n t ' ,   ' s c r e e n s h o t ' ,   ' s e c o n d ' ,   ' d i f f e r e n t ' ,   ' g i v e ' ,   ' p i c k ' ]"
6575ac0845d6af48891bc1ea,good,2023-11-15,5,Great quality,HU,2023-11,2023-11,[ ' g r e a t ' ]   [ ]
65702b3a874656df3a860115,Fast shipping !!,2023-12-06,5,Fast shipping. Customer service answered all my questions immediately. The product arrived in Hungary in a few days. I recommend Expondo to everyone!,HU,2023-12,2023-12,"[ ' h u n g a r y ' ,   ' e x p o n d o ' ]   [ ]"
656f73d9d4c5be75b05e05d8,Excellent company to deal with,2023-12-04,5,Excellent company to deal with. I was nervous because the item was very large. Excellent communication and trusted shipping company used to delivery. Very competitive prices,IE,2023-12,2023-12,"[ ' e x c e l l e n t ' ,   ' n e r v o u s ' ,   ' l a r g e ' ,   ' e x c e l l e n t ' ,   ' c o m p e t i t i v e ' ]   [ ]"
656c8e019fb6285b8404c99b,ordered and recieved a honey extractor,2023-12-01,1,"ordered and recieved a honey extractor, the central basket/drum had not been properly made and it is impossible to use, we then found that Expondo has no contact details online and no email, so it is impossible to contact them, or send images.It is the 3rd item we have bought, we will not buy another, it will be interesting to raise a small claims action.DONT buy from companies without contact details!",GB,2023-12,2023-12,"[ ' c e n t r a l ' ,   ' i m p o s s i b l e ' ,   ' e x p o n d o ' ,   ' i m p o s s i b l e ' ,   ' i n t e r e s t i n g ' ,   ' s m a l l ' ]   [ ' c e n t r a l ' ,   ' i m p o s s i b l e ' ,   ' e x p o n d o ' ,   ' i m p o s s i b l e ' ,   ' i n t e r e s t i n g ' ,   ' s m a l l ' ]"
6569f3461696b511eb400570,all good,2023-11-30,5,"all good, very good service, did multiply orders.",DE,2023-11,2023-11,"[ ' g o o d ' ,   ' g o o d ' ]   [ ]"
656519d49f0e1aa309f0bde4,I bought a water distiller to be fair…,2023-11-24,1,I bought a water distiller to be fair item arrived on time no broken my problem was the instructions manual it was useless I had no clear pics or instructions on how to set up. Also the pump they provided did not come with Uk plug. They were quick to respond to my email but just sent a copy of the manuel that come with it so no good. I’m now in the process of returnin Item but not been easy they said to drop it at an automated post box thing. Qr code was not expected. I then rang helpline that machine provided I was told that the item is not supposed to be returned via machine. The courier they use is Hermes and apparently I can take the QR code provided into shop to be picked up. I just hope they will pay full refund without getting bank involved.,GB,2023-11,2023-11,"[ ' b o u g h t ' ,   ' f a i r ' ,   ' m a n u a l ' ,   ' u s e l e s s ' ,   ' c l e a r ' ,   ' c o m e ' ,   ' u k ' ,   ' q u i c k ' ,   ' g o o d ' ,   ' e a s y ' ,   ' r a n g ' ,   ' t o l d ' ,   ' r e t u r n e d ' ,   ' t a k e ' ,   ' h o p e ' ,   ' f u l l ' ]   [ ]"
656312df732fe33f1a684dab,Terrible service,2023-11-23,1,"Terrible service, little professionalism, practically zero customer service. Terrible service, a huge joke!!",IT,2023-11,2023-11,"[ ' t e r r i b l e ' ,   ' l i t t l e ' ,   ' t e r r i b l e ' ,   ' h u g e ' ]   [ ' t e r r i b l e ' ,   ' l i t t l e ' ,   ' t e r r i b l e ' ,   ' h u g e ' ]"
655c9f3359537c12a5f6bbf7,The support service was first class excellent company,2023-11-21,5,The support service was first class. Exce,ES,2023-11,2023-11,[ ]   [ ]
6559fea12c6fa03e0ffdb686,Fast,2023-11-16,5,"Fast, accurate, good product",HU,2023-11,2023-11,"[ ' a c c u r a t e ' ,   ' g o o d ' ]   [ ]"
6559dbbafd28fa24bc16befd,Reliable products,2023-11-17,4,Product as described,GR,2023-11,2023-11,[ ]   [ ]
6557c376c95e1deebf6611b0,fast delivery and great service,2023-11-16,5,,GB,2023-11,2023-11,[ ]   [ ]
65566b9fe70fa4225afdadc2,Value for money,2023-11-15,5,Value for money.  Free delivery,IE,2023-11,2023-11,[ ' f r e e ' ]   [ ]
6555f1cb97495601958a13fb,Great service,2023-11-16,5,"Great service, they are very kind and they answer very quick.",ES,2023-11,2023-11,[ ' g r e a t ' ]   [ ]
6555b9c001457a8a4311f024,All good ..,2023-11-10,5,All good ... Thanks,GB,2023-11,2023-11,[ ' g o o d ' ]   [ ]
6554e6613b86e340bb2184b1,impeccable,2023-11-14,5,,CH,2023-11,2023-11,[ ]   [ ]
65532f82a219859d600daf37,Released by customs not got any further,2023-11-04,3,"Edit: Product finally came after contacting the through Facebook. Happy with what we finally received, but probably won’t use these again due to shipping problems.The product I ordered was released by customs since 8/11/2023 but hasn’t got any further, can’t find anywhere to contact company to chase it up",GB,2023-11,2023-11,"[ ' h a p p y ' ,   ' w o n t ' ,   ' d u e ' ,   ' p r o b l e m s t h e ' ,   ' c a n t ' ,   ' a n y w h e r e ' ,   ' c o n t a c t ' ]   [ ]"
654f42d74c7a0158825c7c83,Very good excellent quick delivery 🚚😁…,2023-11-11,5,Very good excellent quick delivery 🚚😁 thank you,IE,2023-11,2023-11,"[ ' g o o d ' ,   ' q u i c k ' ]   [ ]"
654b62a16991c733242c0631,Quality cooking supplies can be…,2023-11-06,5,Quality cooking supplies can be purchased here. However. The shipment speed should be improved.,NL,2023-11,2023-11,[ ' s h i p m e n t ' ]   [ ]
6549578a7fa4b5595f1a694b,Delivery bad!,2023-11-06,1,,AT,2023-11,2023-11,[ ]   [ ]
6546ab203b4e9ca546b4746d,welding mashine,2023-11-04,5,"Thank you, I received the welding machine.I recommend the company.",IE,2023-11,2023-11,[ ]   [ ]
653f9b34cd60ce15187515c7,Very good quality- price ratio,2023-10-19,5,"Product on web-site looks exactly the same as is delivered. Very good quality- price ratio. Quick delivery, easy to assemble",CH,2023-10,2023-10,"[ ' w e b s i t e ' ,   ' g o o d ' ,   ' q u i c k ' ,   ' a s s e m b l e ' ]   [ ]"
653e58889557a2d6bc874db1,I ordered an item but the shipping…,2023-10-25,5,"I ordered an item but the shipping company was awful.However, I emailed expondo.com, and the problem was resolved overnight. Will order again from Expondo",RO,2023-10,2023-10,"[ ' o r d e r e d ' ,   ' o v e r n i g h t ' ]   [ ]"
653d51baab51b38e51604008,Good product and very good service,2023-10-24,5,,GB,2023-10,2023-10,[ ]   [ ]
653ab154532aa794360b78f7,Great product and delivered as promised,2023-10-26,5,,GB,2023-10,2023-10,[ ]   [ ]
6538cba967487260dd1916db,Can anyone find a customer service…,2023-10-25,1,Can anyone find a customer service contact number.not clear on website . I have purchased an item which I didn't know needed shipping and now it's hold at FedEx with shipping and holding charges. It's now been two weeks and nothing from the company. Once I receive this item I'll review again I've tried Facebook and Instagram but not got back to me.,GB,2023-10,2023-10,"[ ' n u m b e r n o t ' ,   ' c l e a r ' ,   ' i l l ' ,   ' i v e ' ,   ' t r i e d ' ]   [ ' n u m b e r n o t ' ,   ' c l e a r ' ,   ' i l l ' ,   ' i v e ' ,   ' t r i e d ' ]"
653887e64a3807cb02531bb6,Great company to deal with and the pump…,2023-10-25,5,Great company to deal with and the pump I bought is fantastic pump for house in Africa,GB,2023-10,2023-10,"[ ' g r e a t ' ,   ' f a n t a s t i c ' ]   [ ]"
6538024e5a9c2f97df2ddf72,the balance is perfectly accurate.,2023-10-23,5,"After the callibration, the balance is perfectly accurate.I believe it will stay so accurate for a longer period of time.",HR,2023-10,2023-10,[ ' a c c u r a t e i ' ]   [ ]
652e99faede3c53f556a3588,Quick and accurate delivery,2023-10-16,5,Quick and accurate delivery. Reasonable price,GB,2023-10,2023-10,"[ ' q u i c k ' ,   ' a c c u r a t e ' ,   ' r e a s o n a b l e ' ]   [ ]"
652e2ffe45bd43942f08af3b,Great!Thank your very much!,2023-10-17,5,,IE,2023-10,2023-10,[ ]   [ ]
652ac5dd69c58718a0690202,"Pot ordered, returned and still no refund 7 weeks later",2023-10-14,1,"I paid for this product on the 9th of August. The pot was delivered to me on the 22nd of August and I effected a return on the same day. This was due to the website indicating that the product would have been delivered between 1-3 days. I received it over 2 weeks later. I didn't need the pot by then, as I had needed it for the 11th of August.I queried my refund several times since then to receive feedback stating ""we will continue to monitor this return and can refund you as soon as I get confirmation from our UK return centre. Rest assured, we are checking daily for the status of the parcel"" - seriously? I am extremely disappointed as it is now over 7 weeks later, and I have still not received a refund. I have contacted them again yesterday and I still have not had a response.This is unacceptable. Their customer service is shocking.",GB,2023-10,2023-10,"[ ' d u e ' ,   ' i n d i c a t i n g ' ,   ' r e f u n d ' ,   ' s e v e r a l ' ,   ' r e c e i v e ' ,   ' c o n t i n u e ' ,   ' u k ' ,   ' d a i l y ' ,   ' d i s a p p o i n t e d ' ,   ' u n a c c e p t a b l e ' ]   [ ' d u e ' ,   ' i n d i c a t i n g ' ,   ' r e f u n d ' ,   ' s e v e r a l ' ,   ' r e c e i v e ' ,   ' c o n t i n u e ' ,   ' u k ' ,   ' d a i l y ' ,   ' d i s a p p o i n t e d ' ,   ' u n a c c e p t a b l e ' ]"
6528467ca8782e36a9ef2239,Fast delivery/good value for money,2023-10-10,5,,RO,2023-10,2023-10,[ ]   [ ]
652541321855e31952a33738,I bought Iduction Cooker for £179…,2023-10-04,1,"We have returned the product to them on 12 October and they are not refunding the money, this confirms that these people are scammers. DO NOT BUY FROM THIS WEBSITE.I bought Iduction Cooker for £179 (INV500141188).Item delivered is faulty and I'm unable to contact the seller, there are no telephone or email address provided in the invoice or website.This company is a scam. I will now contact my bank to get my money returned to me.",GB,2023-10,2023-10,"[ ' w e b s i t e i ' ,   ' b o u g h t ' ,   ' f a u l t y ' ,   ' u n a b l e ' ,   ' c o n t a c t ' ]   [ ' w e b s i t e i ' ,   ' b o u g h t ' ,   ' f a u l t y ' ,   ' u n a b l e ' ,   ' c o n t a c t ' ]"
652311a3869431546e87775e,Laboratory power supply S-LS-117,2023-09-28,5,"I haven't had time to deal with the power supply yet due to other work. I did some tests and the voltage on this power supply seems pretty accurate, the current limit does its job. Parallel and serial mode work fine. This equipment has USB, serial and RJ45 connectors. The included CD contains drivers and programming software.The price of the device was very friendly. Shipping was very fast.So I like this device. I am satisfied with the purchase.",HU,2023-09,2023-09,"[ ' h a v e n t ' ,   ' d u e ' ,   ' p r e t t y ' ,   ' a c c u r a t e ' ,   ' c u r r e n t ' ,   ' p a r a l l e l ' ,   ' s e r i a l ' ,   ' f i n e ' ,   ' u s b ' ,   ' s e r i a l ' ,   ' s o f t w a r e t h e ' ]   [ ]"
651ee50f5ae03db6af4d9088,reliable company and nice product (greenhouse),2023-10-04,5,"Purchase proces 'mothers milk' pleasant and easy at the same time.I bought the greenhouse.Product in general is OK.We set it on the concrete foundation so it stand very solid. Great thinks are the gutters on both side so water is kept away.One concern are quite fast rusting screws and not fully closed roof windowall in all product looks promising :)Service of Expondo is fast and reliable, after rising concern about some spare parts we get it with no problem",PL,2023-10,2023-10,"[ ' p l e a s a n t ' ,   ' e a s y ' ,   ' g e n e r a l ' ,   ' c o n c r e t e ' ,   ' s o l i d ' ,   ' g r e a t ' ,   ' s i d e ' ,   ' p r o m i s i n g ' ,   ' r e l i a b l e ' ,   ' s p a r e ' ]   [ ]"
651d21da886ec81436b7d836,Great service and urgent feedback from…,2023-10-04,5,Great service and urgent feedback from company. Reliable and swift to response,SE,2023-10,2023-10,"[ ' g r e a t ' ,   ' u r g e n t ' ,   ' r e l i a b l e ' ]   [ ]"
651c6d0bd04e9c105d755081,Brilliant experience,2023-10-03,5,Great experience and production communication was amazing though out the process would definitely recommend.,GB,2023-10,2023-10,[ ' g r e a t ' ]   [ ]
651aa9cfb6f03586cb54fb76,Pitting on a stainless pot,2023-09-24,1,My stainless steel pot got pitting and customer care team sends  me a link what to do when black spots appear on steel!?!? Their products are very poor quality and produced in China then sold for a high price!!! Definitely not recommended.,IE,2023-09,2023-09,"[ ' l i n k ' ,   ' b l a c k ' ,   ' p o o r ' ,   ' h i g h ' ]   [ ' l i n k ' ,   ' b l a c k ' ,   ' p o o r ' ,   ' h i g h ' ]"
